,playerid,name
912,hicksjo03,Jordan McKinley
913,higasky01,Kyle Harris
914,hildetr01,Trevor Sean
915,hillaa01,Aaron Walter
916,hillri01,Richard Joseph
917,hillta01,David Taylor
918,hillti01,Timothy
919,hinojda01,Dalier
920,hiranyo01,Yoshihisa
921,hochelu01,Luke Anthony
922,hoeslj01,Jerome O'Bryan
923,hoffmje02,Jeffrey Robert
924,holadbr01,John Bryan
925,holdejo02,Jonathan Blake
926,hollade01,Derek Lane
927,hollagr01,Gregory Scott
928,hollima01,Matthew Thomas
929,holmbda01,David A.
930,holmecl01,Clayton Walter
931,holtbr01,Brock Wyatt
932,holtty01,Tyler Andrew
933,hoodde01,Destin Dwane
934,hoovejj01,James Allen
935,hoskirh01,Rhys Dean
936,hosmeer01,Eric John
937,housead01,Adrian David
938,housetj01,Glenn Anthony
939,howarry01,Ryan James
940,howarsa01,Sam James
941,howeljp01,James Phillip
942,hoyinja01,Jared William
943,hoytja01,James Allen
944,huch02,Chih-Wei
945,hudsoda01,Daniel Claiborne
946,hudsoda02,Dakota Ryan
947,hudsojo03,Joseph Thaddeus
948,hudsoti01,Timothy Adam
949,huffda01,David Gregory
950,huffmch01,Chad Daniel
951,hugheja02,William Jared
952,hugheph01,Philip Joseph
953,hundlni01,Nicholas John
954,huntece01,Cedric Scott
955,hunteto01,Torii Kedar
956,hunteto02,Raymond Thomas
957,hurshja01,Jason Brewster
958,hutchdr01,Andrew Scott
959,hwangja01,Jae-gyun
960,hynesco01,Joshua Colt
961,iannech01,Christopher Domenic
962,ibarred01,Edgar Alexander
963,iglesjo01,Jose Antonio
964,iglesra01,Raisel
965,inciaen01,Ender David
966,infangr01,Gregory Alexander
967,infanom01,Omar Rafael
968,iribahe01,Hernan Alcides
969,ishiktr01,Travis Takashi
970,iwakuhi01,Hisashi
971,jacksau01,Austin Jarriel
972,jacksed01,Edwin
973,jacksja01,Randy
974,jackslu01,Luke Ray
975,jacksry02,Ryan Christopher
976,jaimeju01,Juan Jose
977,jamesjo02,Joshua
978,janispa01,Paul Ryan
979,jankojo01,Jordan Jacob
980,jankotr01,Travis Paul
981,janseda01,Daniel Robert
982,janseke01,Kenley Geronimo
983,janssca01,Robert Casey
984,jasojo01,John Edward
985,jayemy01,Myles Joseph
986,jayjo02,Jonathan Henry
987,jeffrje01,Jeremy Ross
988,jenkich01,Stephen Chadwick
989,jenkity01,Tyrell Deon
990,jennida01,Daniel Lee
991,jennide01,Desmond Delane
992,jenseky01,Kyle Gregory
993,jepseke01,Kevin Martin
994,jerezwi01,Williams Alexander
995,jewelja01,Jake R.
996,jimenaj01,Antonio Jamil
997,jimence01,Cesar Enrique
998,jimenjo02,Joe Alexander
999,jimenlu02,Luis Domingo
1000,jimenub01,Ubaldo
1001,johnsbr02,Christopher Brian
1002,johnsch05,Christopher Dalton
1003,johnsda06,Daniel Ryan
1004,johnsdj01,Daniel Stuart
1005,johnser04,Erik Craig
1006,johnsji04,James Robert
1007,johnske05,Kelly Andrew
1008,johnsmi04,Micah Drew
1009,johnspi01,Pierce William
1010,johnsre02,Reed Cameron
1011,johnssh01,Sherman Lee
1012,johnsst02,Steven David
1013,jonesad01,Adam LaMarque
1014,jonesga02,Garrett Thomas
1015,jonesja06,James Steven
1016,jonesja07,JaCoby Mylon
1017,jonesna01,Nathan Andrew
1018,jonesry01,Ryder McKinley
1019,jordata01,Taylor J.
1020,jorgefe01,Felix De Jesus
1021,josepca01,Caleb Martin
1022,josepco01,Corban Raymond
1023,josepto01,Thomas Richard
1024,joycema01,Matthew Ryan
1025,judgeaa01,Aaron James
1026,jungmta01,Taylor Heath
1027,junisja01,Jakob Benjamin Lee
1028,juradar01,Ariel Bolivar
1029,kaczmke01,Kevin
1030,kahnlto01,Thomas Robert
1031,kalisry01,Ryan Michael
1032,kangju01,Jung Ho
1033,karnsna01,Nathan Alan
1034,kawasmu01,Munenori
1035,kazmisc01,Scott Edward
1036,kelake01,Keone Cole
1037,kellebr01,Brad Michael
1038,kellesh01,Shawn Andrew
1039,kellyca01,Casey Patrick
1040,kellyca02,Carson Franklin
1041,kellydo01,Donald Thomas
1042,kellyjo05,Joseph William
1043,kellyry01,William Ryan
1044,kellyty01,Tyler Patrick
1045,kempma01,Matthew Ryan
1046,kempto01,Anthony Allen
1047,kendrho01,Howard Joseph
1048,kendrky01,Kyle Rodney
1049,kennebr02,Brett
1050,kenneia01,Ian Patrick
1051,kensilo01,Logan French
1052,keplema01,Maximilian
1053,kershcl01,Clayton Edward
1054,keuchda01,Dallas
1055,kiebosp01,Spencer John
1056,kiekhde01,Dean Allen
1057,kiermke01,Kevin James
1058,kimbrcr01,Craig Michael
1059,kimhy01,Hyun Soo
1060,kineris01,Isiah
1061,kingesc01,Scott M.
1062,kinghni01,Nicholas Gordon
1063,kinlety01,Tyler Harrison
1064,kinslia01,Ian Michael
1065,kintzbr01,Brandon Lee
1066,kipnija01,Jason Michael
1067,kirkmmi01,Michael Scott
1068,kittran01,Andrew Michael
1069,kivlepa01,Patrick Anthony
1070,kleinph01,Phil William
1071,klubeco01,Corey Scott
1072,knappan01,Andrew Michael
1073,knebeco01,Corey Andrew
1074,knudsgu01,Guido Joel
1075,kochma01,Matthew David
1076,koehlto01,Thomas R.
1077,kohnmi01,Michael Thomas
1078,kolarad01,Adam John
1079,kontoge01,George Nicholas
1080,kopecmi01,Michael Talbert
1081,kozmape01,Peter Michael
1082,krameke01,Kevin Lowell
1083,kratzer01,Erik Floyd
1084,krausma01,Marc S.
1085,krehbjo01,Joseph Roland
1086,krolia01,Ian A.
1087,kubitky01,Kyle Andrew
1088,kuhlch01,Chad Michael
1089,labouja01,Jairo Snaider
1090,lackejo01,John Derran
1091,ladenty01,Tyler James
1092,laffeaa01,Aaron Steven
1093,lafrobo01,Robert Joseph
1094,lagarju01,Juan Osvaldo
1095,lairdge01,Gerald Lee
1096,lakeju01,Junior Osvaldo
1097,lallibl01,Blake Thomas
1098,lamarry01,Ryan M.
1099,lambja01,Jacob Ryan
1100,lambjo02,John Michael
1101,lamboan01,Andrew Francis
1102,lametdi01,Dinelson
1103,larocad01,David Adam
1104,lasteto01,Thomas F.
1105,latosma01,Mathew Adam
1106,lauerer01,Eric Lance
1107,laurera01,Ramon
1108,lavarry01,Ryan Cole
1109,lawde01,Derek Robert
1110,lawreca01,Casey Lee
1111,lawribr01,Brett Russell
1112,layneto01,Thomas Kevin
1113,lazora01,Raudel
1114,leakemi01,Michael Raymond
1115,leathja01,John Victor
1116,leblawa01,Wade Matthew
1117,leclejo01,Jose Ramon
1118,lecursa01,Samuel R.
1119,leebr01,Braxton Russell
1120,leech01,Chen-Chang
1121,leeda02,Dae-ho
1122,leeza01,Zachary Stephen
1123,leitema02,Mark Edward
1124,lemahdj01,David John
1125,leonar01,Alex Arnold
1126,leonar02,Arcenio
1127,leonedo01,Dominic Joseph
1128,leonsa01,Sandy David
1129,lestejo01,Jonathan Tyler
1130,lewicar01,Arthur Michael
1131,lewisco01,Colby Preston
1132,liberad01,Adam Joseph
1133,lightpa01,Patrick James
1134,linceti01,Timothy LeRoy
1135,lindad01,Adam Alan
1136,lindbjo01,Joshua William
1137,lindgja01,Jacob Stephen
1138,lindofr01,Francisco Miguel
1139,lintz01,Tzu-Wei
1140,liriafr01,Francisco Casillas
1141,liriary01,Rymer Omar
1142,litteza01,Zack Stuart
1143,livelbe01,Edward Bennett
1144,lizra01,Radhames Corey
1145,lloydky01,Kyle Christopher
1146,loaisjo01,Jonathan Stanley
1147,lobatjo01,Jose Manuel
1148,lobstky01,Kyle Eric
1149,locasti01,Timothy Donald
1150,lockean01,Andrew Walker
1151,lockeje01,Jeffrey Alan
1152,loewead01,Adam Alexander
1153,loganbo02,Boone
1154,lohseky01,Kyle Matthew
1155,lolliry01,Ryan Matthew
1156,lombast02,Stephen Anthony Paul
1157,loneyja01,James Anthony
1158,longoev01,Evan Michael
1159,lopezja02,Javier Alfonso
1160,lopezjo02,Jorge Yabiel
1161,lopezpa01,Pablo Jose
1162,lopezra02,Rafael Manuel
1163,lopezre01,Reynaldo Starling
1164,lopezyo01,Yoan
1165,lorenmi01,Michael Clifton
1166,loughda01,David Dennis
1167,loupaa01,Aaron Christopher
1168,lowebr01,Brandon Norman
1169,lowema01,Mark Christopher
1170,lowrije01,Jed Carlson
1171,lucasjo02,Joshua Timothy
1172,lucchjo01,Joseph George
1173,lucrojo01,Jonathan Charles
1174,luebkco01,Cory Robert
1175,luetglu01,Lucas Lester
1176,lugoda01,Dawel Leoner
1177,lugose01,Jacob Seth
1178,luplojo01,Jordan Thomas
1179,lylesjo01,Jordan Horton
1180,lynnla01,Michael Lance
1181,lyonsty01,Tyler William
1182,machaan02,Andres Eduardo
1183,machadi01,Dixon Javier
1184,machama01,Manuel Arturo
1185,machije01,Jean Manuel
1186,maddoau01,Austin D.
1187,madsory01,Ryan Michael
1188,maedake01,Kenta
1189,magilma01,Matthew W.
1190,magnida01,Damien Jack
1191,mahlegr01,Gregory Norman
1192,mahlety01,Tyler Fermin
1193,mahtomi01,Michael Anthony
1194,mailelu01,Luke Richard
1195,makitka01,Kazuhisa
1196,maldoma01,Martin Benjamin
1197,manaese01,Sean Anthony
1198,mancitr01,Joseph Anthony
1199,manesse01,Michael Seth
1200,mannbr01,Brandon Michael
1201,manshje01,Jeffrey Michael
1202,mantijo01,Joseph Newman
1203,mapledi01,Dillon Sean
1204,marcush01,Shaun Michal
1205,margoma01,Manuel
1206,marimsu01,Sugar Ray
1207,marinjh01,Jhan Carlos
1208,mariomi01,Michael Ryan
1209,marisja01,Jacob Shawn
1210,marjami01,Michael Gregory
1211,markani01,Nicholas William
1212,marksju01,Justin Michael
1213,marksma01,Matthew Gates
1214,marquge01,German Andres
1215,marquja01,Jason Scott
1216,marrech01,Christopher
1217,marrede01,Deven Sommer
1218,marshev01,Evan Patrick
1219,marteal01,Alfredo
1220,martefr01,Francis Euclides
1221,marteje01,Jefry Leonal
1222,marteke01,Ketel Ricardo
1223,marteke02,Kelvin
1224,martest01,Starling Javier
1225,martica04,Carlos Ernesto
1226,martich02,Christopher Riley
1227,martico01,Cody Matthew
1228,martijd02,Julio Daniel
1229,martijo08,Jose Alberto
1230,martiky01,Kyle Jared
1231,martile01,Leonys
1232,martimi02,Michael Gabriel
1233,martini01,Nicholas Andres
1234,martini02,Nicholas Scott
1235,martira04,Rafael
1236,martiru01,Russell Nathan Coltrane
1237,martivi01,Victor Jesus
1238,masseni01,Nicholas Allen
1239,masteju01,Justin Daniel
1240,mastrda01,Darin Paul
1241,mateoma01,Marcos Aurelio
1242,mathije01,Jeffrey Stephen
1243,matonph01,Phillip Louis
1244,matthry01,Ryan Arthur
1245,matusbr01,Brian Robert
1246,matzety01,Tyler Alexander
1247,matzst01,Steven Jakob
1248,mauerjo01,Joseph Patrick
1249,maurebr01,Brandon Eugene
1250,maxwebr01,Bruce Tyrone
1251,maxweju01,Justin Adam
1252,maybejo02,John Claiborn
1253,maybica01,Cameron Keith
1254,mayermi01,Michael Christopher
1255,mayja02,Jacob Alexander
1256,maytr01,Trevor J.
1257,mayzati01,Timothy Gerard
1258,mazarno01,Nomar Shamir
1259,mazzavi01,Vincent Michael
1260,mazzoco01,Cory Mitchell
1261,mcallza01,Zachary Taylor
1262,mcbrima02,Matthew Hagerty
1263,mccanbr01,Brian Michael
1264,mccanja02,James Thomas
1265,mccarbr01,Brandon Patrick
1266,mccarke01,Kevin Edward
1267,mccread01,Adam Glenn
1268,mcculla02,Lance Graye
1269,mccutan01,Andrew Stefan
1270,mcfartj01,Timothy John
1271,mcgeeja01,Jacob Daniel
1272,mcgehca01,Casey Michael
1273,mcgousc01,Scott Thomas
1274,mcgowdu01,Dustin Michael
1275,mcgowke01,Kevin Michael
1276,mcgowky01,Kyle Keston
1277,mcgraky01,Kyle Daniel
1278,mcguide02,William Deck
1279,mcguire01,Reese Jackson
1280,mchugco01,Collin Alexander
1281,mckenmi01,Michael Charles
1282,mckinbi01,William Landis
1283,mckiran01,Andrew David
1284,mcmahry01,Ryan Patrick
1285,mcneije01,Jeff
1286,mcraeal01,Alex James
1287,meadoau01,Austin Wade
1288,meansjo01,John Alan
1289,medinyo01,Yoervis Jose
1290,medlekr01,Kristopher Allen
1291,meisiry01,Ryan Thomas
1292,mejiaad01,Adalberto
1293,mejiaal01,Alejandro DeJesus
1294,mejiafr01,Francisco Jose
1295,mejiaje01,Jenrry Manuel
1296,melanma01,Mark D.
1297,mellake01,Keury
1298,melviti01,Timothy Macgill
1299,mendero01,Roman Junior
1300,mendeyo01,Yohander Manuel
1301,mengdda01,Daniel Joseph
1302,mercejo03,Jordy Joe
1303,merriry01,Ryan Adam
1304,merriwh01,Whitley David
1305,mesorde01,Devin Douglas
1306,meyeral01,Alex John
1307,meyerbe02,Benjamin K.
1308,middlke01,Keynan Anthony
1309,middlwi01,William Scott
1310,mikolmi01,Miles Tice
1311,mileywa01,Wade Allen
1312,millean01,Andrew Mark
1313,millebr02,Bradley Austin
1314,milleju02,Justin Ryan
1315,millemi01,Michael Ryan
1316,millesh01,Shelby Charles
1317,millsal02,Alec Thomas
1318,millsbr02,Bradley Aaron
1319,milneho01,Hoby Trey
1320,milonto01,Tomaso Anthony
1321,minayju01,Juan Gustavo
1322,minormi01,Michael David
1323,minteaj01,Alex Jordan
1324,miranar01,Ariel
1325,mitchbr01,Bryan Bedford
1326,molinya01,Yadier Benjamin
1327,molledu01,Dustin Douglas
1328,mollsa01,Samuel John
1329,moncayo01,Yoan Manuel
1330,moncrca01,Carlos Antwan
1331,mondera02,Raul Adalberto
1332,moneljo01,Johnny
1333,montafr01,Francelis
1334,monteje01,Jesus Alejandro
1335,montemi01,Miguel Angel
1336,montera01,Rafael
1337,montgjo01,Jordan Blackmon
1338,montgmi01,Michael Paul
1339,mooread01,Adam Ross
1340,moorean02,Andrew George
1341,moorema02,Matthew Cody
1342,moorety01,Tyler Michael
1343,moralfr01,Franklin Miguel
1344,moralke01,Kendrys
1345,moralos01,Osmer Eduardo
1346,moranco01,Colin Richard
1347,morelbr01,Brenton Andre
1348,morelmi01,Mitchell Austin
1349,morendi01,Diego Rafael
1350,morgaad01,Adam Christopher
1351,morimsh01,Shawn Peter
1352,morinmi01,Michael William
1353,morneju01,Justin Ernest George
1354,morofma01,Maxwell Anthony
1355,moronre01,Reyes Armando
1356,morriaj01,Anthony Joseph
1357,morriak01,Akeel J.
1358,morribr01,Avery Bryan
1359,morrilo01,Justis Logan
1360,morrobr01,Brandon John
1361,morsemi01,Michael John
1362,mortoch02,Charles Alfred
1363,moscojo01,Jonathan Solomon
1364,mossbr01,Brandon Douglas
1365,motteja01,Jason Louis
1366,motteta01,Taylor Davis
1367,moustmi01,Michael Christopher
1368,moyaga01,Gabriel Jose
1369,moyast01,Steven
1370,moylape01,Peter Michael
1371,mujiced01,Edward Jose
1372,mulleco01,Conor Joseph
1373,mullice01,Boyce Cedric
1374,muncyma01,Maxwell Steven
1375,munoda01,Daniel Joseph
1376,munozya01,Yairo
1377,muratto01,Toru
1378,murphda07,David Matthew
1379,murphda08,Daniel Thomas
1380,murphjr01,John Ryan
1381,murphto04,Thomas James
1382,murraco01,Colton James
1383,musgrha01,Harrison Scott
1384,musgrjo01,Joseph Anthony
1385,myerswi01,William Bradford
1386,napolmi01,Michael Anthony
1387,naquity01,Tyler Wesley
1388,narvaom01,Omar David
1389,narvech01,Christopher Gregg
1390,nathajo01,Joseph Michael
1391,navada01,Daniel James
1392,navardi01,Dioner Favian
1393,navaref01,Efren
1394,navarre01,Reynaldo
1395,nealza01,Zachary Sheridan
1396,negrokr01,Kristopher David
1397,nelsoji02,James Jacob
1398,nerishe01,Hector
1399,nesbian01,Angel Ladimir
1400,neshepa01,Patrick John
1401,neverdo01,Dovydas
1402,newbeja01,Christopher Jake
1403,newcose01,Sean William
1404,newmake01,Kevin Bradley
1405,ngoepgi01,Mpho' Gift
1406,nicasju01,Juan Ramon
1407,nichobr01,Brett James
1408,nicolju01,Justin Brian
1409,nidoto01,Tomas E.
1410,niesejo01,Jonathon Joseph
1411,nieuwki01,Kirk Robert
1412,nievewi01,Wilbert
1413,nimmobr01,Brandon Tate
1414,nixja02,Jacob James
1415,noelri01,Jablonski Rico
1416,noesihe01,Hector
1417,nolaaa01,Aaron Michael
1418,nolasri01,Carlos Enrique
1419,nolinse01,Sean Patrick
1420,noonani01,Nicholas Murphy
1421,norribu01,David Stefan
1422,norrida01,Daniel David
1423,norride01,Derek Russell
1424,norwoja01,James K.
1425,nottija01,Jacob Andrew
1426,novaiv01,Ivan Manuel
1427,nunezed02,Eduardo Michelle
1428,nunezre01,Renato Rafael
1429,nunovi01,Vidal Vicente
1430,oakstr01,Trevor Scott
1431,obergsc01,Scott Michael
1432,oberhbr01,Brett R.
1433,obriepe04,Peter Robert
1434,odayda01,Darren Christopher
1435,odorija01,Jacob Todd
1436,odorro01,Rougned Roberto
1437,oflaher01,Eric George
1438,ogandal01,Alexi
1439,ogandne01,Nefi Ismael
1440,ogradch01,Christopher Ryan
1441,ohearry01,Ryan Patrick
1442,ohlenro01,Curtis Ross
1443,ohlmami01,Michael Livingston
1444,ohse01,Seunghwan
1445,ohtansh01,Shohei
1446,okertst01,Steven Chandler
1447,olivehe01,Hector
1448,olmosed01,Edgar
1449,olsonma02,Matthew Kent
1450,olsonty01,Tyler Ray
1451,oltmi01,Michael George
1452,omallsh01,Shawn Michael
1453,ondrulo01,Logan Jared
1454,oneilty01,Tyler Alan
1455,orfna01,Nathan
1456,orlanpa01,Paulo Roberto
1457,orourry01,Ryan Patrick
1458,ortegra01,Rafael Angel
1459,ortizda01,David Americo
1460,ortizda02,Daniel
1461,ortizlu02,Luis Francisco
1462,osichjo01,Joshua Michael
1463,osullse01,Sean Daniel
1464,osunajo01,Jose Gregorio
1465,osunaro01,Roberto
1466,oswalco01,Corey Edward
1467,oteroda01,Daniel Anthony
1468,ottavad01,Adam Robert
1469,overtdi01,Dillon Ray
1470,owenshe02,Henry Cole
1471,owingch01,Christopher Scott
1472,ozunama01,Marcell
1473,pachejo01,Jordan Patrick
1474,paganan01,Angel Manuel
1475,paganem01,Emilio Enrique
1476,palkada01,Daniel Bennett
1477,panikjo01,Joseph Matthew
1478,pannoth01,Thomas Edward
1479,papeljo01,Jonathan Robert
1480,pareded01,Eduardo Jose
1481,pareded02,Edward Miguel
1482,paredji01,Jimmy Santiago
1483,parkby01,Byung Ho
1484,parkebl01,Richard Blake
1485,parkeja03,Jarrett Paul
1486,parkeky01,Kyle James
1487,parmech01,Christopher Matthew
1488,parmlia01,Ian Gene
1489,parnebo01,Robert Allen
1490,parrage01,Gerardo Enrique
1491,parrama01,Manuel Alex
1492,parrian01,Andrew Barker
1493,parsowe01,Arthur Wesley
1494,partccu01,Curtis
1495,pattejo03,Jordan Andrew
1496,pattosp01,Spencer Burdette
1497,paulida01,David Confesor
1498,paulsbe01,Benjamin Michael
1499,paxtoja01,James Alston
1500,pazosja01,James Manuel
1501,peacobr01,Bradley J.
1502,pearcst01,Steven Wayne
1503,peavyja01,Jacob Edward
1504,pederjo01,Joc Russell
1505,pedrodu01,Dustin Luis
1506,pegueca01,Carlos Angel
1507,pelfrmi01,Michael Alan
1508,pelhacd01,Christian Devont'a
1509,penaar01,Ariel
1510,penabr01,Brayan Eduardo
1511,penafe01,Felix Ricardo
1512,penafr01,Francisco Antonio
1513,penara02,Ramiro Gauna
1514,pencehu01,Hunter Andrew
1515,pennicl01,Clifton Randolph
1516,peralda01,Senger David
1517,peralfr01,Freddy
1518,peraljh01,Jhonny Antonio
1519,peraljo01,Joel
1520,peralwa01,Wandy Luis
1521,peralwi01,Wily
1522,perazjo01,Jose Francisco
1523,perdolu02,Luis David
1524,perezca02,Carlos Eduardo
1525,perezci01,Cionel Felix
1526,perezeu01,Eury Eduardo
1527,perezhe01,Hernan Alejandro
1528,perezju02,Juan Carlos
1529,perezma02,Martin
1530,perezmi03,Michael
1531,perezol01,Oliver
1532,perezro02,Roberto
1533,perezsa02,Salvador Johan
1534,perezwi01,Williams David
1535,perezye01,Yefri
1536,perkica01,Cameron Edward
1537,perkigl01,Glen Weston
1538,pestavi01,Vincent William
1539,peterdi01,Dillon James
1540,peterdu01,Dustin Allen
1541,peterja01,Jace Ryan
1542,petersh01,Shane Aaron
1543,peterti01,Timothy Louis
1544,petitgr01,Gregorio Jesus
1545,petityu01,Yusmeiro Alberto
1546,petrija01,Jacob Steven
1547,phamth01,Thomas James
1548,phegljo01,Joshua Aaron
1549,phelpda01,David Edward
1550,phillbr01,Brandon Emil
1551,phillbr02,Brett Maverick
1552,phillev01,Evan John
1553,phillza01,Zachary David
1554,pierzaj01,Anthony John
1555,pillake01,Kevin Andrew
1556,pillty01,Tyler Stephen
1557,pimenst01,Stolmy Ramon
1558,pinama01,Manuel Elias
1559,pindebr01,Branden Henry
1560,pindech01,Chadwick Hudson
1561,pinedmi01,Michael Francisco
1562,pinoyo01,Yohan Jose
1563,pintojo01,Josmil Oswaldo
1564,pintori01,Ricardo Antonio
1565,pireljo01,Jose Manuel
1566,piscost01,Stephen Edward
1567,pivetni01,Nicholas Johncarlo
1568,plaweke01,Kevin Jeffrey
1569,plouftr01,Trevor Patrick
1570,plutkad01,Adam Gregory
1571,polangr01,Gregory
1572,polanjo01,Jorge Luis
1573,polloaj01,Allen Lorenz
1574,pomerdr01,Thomas Andrew
1575,pompeda01,Dalton Kenrick
1576,ponceda01,Daniel Robert
1577,porceri01,Frederick Alfred
1578,poseybu01,Gerald Dempsey
1579,poundbr01,Brooks Casey
1580,povsema01,Max Walter
1581,powelbo02,Herschel Mack
1582,poynebo01,Robert William
1583,pradoma01,Martin Manuel
1584,preslal01,Alexander Crawford
1585,pressry01,Thomas Ryan
1586,priceda01,David Taylor
1587,pridija01,Jason Orville
1588,profaju01,Jurickson Barthelomeus
1589,pruitau01,Austin Daniel
1590,puellce01,Cesar David
1591,puigya01,Yasiel
1592,pujolal01,Jose Alberto
1593,purkema01,Matthew Taylor
1594,putnaza01,Steven Zachary McGuire
1595,quackke01,Kevin Robert
1596,quallch01,Chad Michael
1597,quereju01,Juniel Alberto
1598,quinnro01,Roman Tredarian
1599,quintjo01,Jose Guillermo
1600,raburry01,Ryan Neil
1601,raineta01,Tanner Scott
1602,ramiral03,Alexei Fernando
1603,ramirar01,Aramis
1604,ramirca01,Carlos Alejandro
1605,ramirer02,Erasmo Jose
1606,ramirha01,Hanley
1607,ramirjc01,Juan Carlos
1608,ramirjo01,Jose Enrique
1609,ramirjo02,Jose Altagracia
1610,ramirne01,Neil Andrew
1611,ramirno01,Noe
1612,ramirye01,Yefry
1613,ramosaj01,Alejandro
1614,ramosce01,Cesar
1615,ramosed02,Edubray Eduar
1616,ramoswi01,Wilson Abraham
1617,ranauan01,Anthony Ronald
1618,rasmuco01,Colby Ryan
1619,rasmuco02,Cory Taylor
1620,rasmuro01,Robert Paul
1621,ravinjo01,Joshua Joseph
1622,rayro02,Robert Glenn
1623,reaco01,Colin D.
1624,readra01,Raudy Miguel
1625,realmjt01,Jacob Tyler
1626,rearich01,Christopher Timothy
1627,reckean01,Anthony Vito
1628,reddijo01,William Joshua
1629,redmoto01,Todd Richard
1630,reedad01,Addison Devon
1631,reedaj01,Andrew Joseph
1632,reedch01,Christopher William
1633,reedco01,Cody Austin
1634,reedmi02,Michael Benton
1635,refsnro01,Robert Daniel
1636,reidfse01,Sean Ian
1637,reimono01,Nolan G.
1638,reinhja01,John Patrick
1639,reiniza01,Zachary Ryan
1640,rendato01,Anthony John
1641,rendoan01,Anthony Michael
1642,renfrhu01,Dustin Hunter
1643,reverbe01,Ben Daniel
1644,reyesal02,Alexander
1645,reyesfr01,Franmil Federico
1646,reyesje01,Jesus Enmanuel
1647,reyesjo01,Jose Bernabe
1648,reyesjo03,Joseph Albert
1649,reyespa01,Pablo
1650,reyesvi01,Victor Jose
1651,reynoma01,Mark Andrew
1652,reynoma02,Matthew Paul
1653,reynoma03,Matthew William
1654,rhameja01,Jacob Alan
1655,richacl01,Clayton Colby
1656,richaga01,Garrett Thomas
1657,richatr01,Trevor Michael
1658,rickajo01,Joseph Mark
1659,riddljt01,Joshua Travis
1660,riefecj01,Charles Joseph
1661,rienzan01,Andre Albanez
1662,riosal01,Alexis Israel
1663,riosya01,Yacksel
1664,riverfe01,Felipe Javier
1665,riverre01,Rene
1666,rivertj01,Thomas Javier
1667,riverya01,Yadiel
1668,rizzoan01,Anthony Vincent
1669,roachdo01,Donn Mitchell
1670,roarkta01,Tanner B.
1671,roberda08,David Alan
1672,roberda09,Daniel Roger
1673,roberda10,Daniel Ray
1674,roberke02,Kenneth Elwin
1675,robincl01,Clinton Michael
1676,robindr01,Drew Elliott
1677,robinsh01,Shane Michael
1678,robleha01,Hansel Manuel
1679,roblevi01,Victor Enrique
1680,rodgebr01,Brady Paul
1681,rodnefe01,Fernando
1682,rodonca01,Carlos Antonio
1683,rodrial01,Alexander Enmanuel
1684,rodride01,Ivan Dereck
1685,rodried05,Eduardo Jose
1686,rodrife02,Fernando
1687,rodrifr03,Francisco Jose
1688,rodrije01,Jefry Osvaldo
1689,rodrijo04,Joely
1690,rodriri04,Ricardo Jose
1691,rodriri05,Richard Agustin
1692,rodriro03,Ronny
1693,rodrise01,Sean John
1694,rodrist02,Steven Francis
1695,rodriwa01,Wandy Fulton
1696,roech01,Chaz Daniel
1697,rogeres01,Esmil Antonio
1698,rogerja02,Jason Douglas
1699,rogerjo01,Joshua Cole
1700,rogerta01,Taylor Allen
1701,rojasmi02,Miguel Elias
1702,rollida01,David Dwane
1703,rolliji01,James Calvin
1704,romakja01,James Robert
1705,romansa01,Salvatore J.
1706,romeren01,Enny Manuel
1707,romerfe01,Fernando Ernesto
1708,romerst01,Stefen Daniel
1709,rominan01,Andrew James
1710,rominau01,Austin Allen
1711,romose01,Sergio Francisco
1712,rondobr01,Bruce
1713,rondohe01,Hector Luis
1714,rondojo01,Jorge Leonardo
1715,rondojo02,Jose Gregorio
1716,rosalad01,Adam Marcos
1717,rosaral01,Alberto
1718,rosaram01,German Amed
1719,rosared01,Eddie Manuel
1720,rosarra01,Randy Miguel
1721,rosarwi01,Wilin Arismendy
1722,rosentr01,Trevor Jordan
1723,rosinse01,Seth Daniel
1724,rossco01,Cody Joseph
1725,rosscza01,Zachary M.
1726,rossda01,David Wade
1727,rossjo01,Joseph Andrew
1728,rossro01,Robert Charles
1729,rossty01,Tyson William
1730,rothmi01,Michael Thomas
1731,rowenbe01,Benjamin Ramon
1732,rowlech01,Christopher Ryan
1733,ruary01,Ryan Anthony
1734,rucindr01,Andrew James
1735,rufda01,Darin Cortland
1736,ruggiju01,Justin Marshall
1737,ruizca01,Carlos Joaquin
1738,ruizjo01,Jose Rafael
1739,ruizri01,Rio Noble
1740,rumbeni01,Nicholas Bruno
1741,runzlda01,Daniel Joseph
1742,ruppca01,Cameron Arthur
1743,rusinch01,Christopher Patrick
1744,russead02,Addison Wayne
1745,russeja02,James Clayton
1746,rutlejo01,Joshua Alan
1747,ryanbr01,Brendan Wood
1748,ryanky01,Kyle
1749,ryuhy01,Hyun-Jin
1750,rzepcma01,Marc Walter
1751,sabatcc01,Carsten Charles
1752,sadleca02,Casey Scott
1753,sadzeco01,Connor William
1754,saladty01,Tyler Artolo
1755,salasfe01,Noel Fernando
1756,salazda01,Daniel Dariel
1757,salech01,Christopher
1758,saltaja01,Jarrod Scott
1759,samarje01,Jeffrey Alan
1760,sampsad01,Adrian David
1761,sampske01,Keyvius N.
1762,sanchaa01,Aaron Jacob
1763,sanchad01,Adrian Arturo
1764,sanchan01,Anibal Alejandro
1765,sanchan03,Angel Luis
1766,sanchca01,Yolmer Carlos
