yearid,lgid,teamid,franchid,divid,rank,wswin,name,park,attendance,teamidbr
2007,NL,CHN,CHC,C,1,N,Chicago Cubs,Wrigley Field,3252462,CHC
2007,NL,CIN,CIN,C,5,N,Cincinnati Reds,Great American Ball Park,2058593,CIN
2007,AL,CLE,CLE,C,1,N,Cleveland Indians,Jacobs Field,2275912,CLE
2007,NL,COL,COL,W,2,N,Colorado Rockies,Coors Field,2376250,COL
2007,AL,DET,DET,C,2,N,Detroit Tigers,Comerica Park,3047133,DET
2007,NL,FLO,FLA,E,5,N,Florida Marlins,Dolphin Stadium,1370511,FLA
2007,NL,HOU,HOU,C,4,N,Houston Astros,Minute Maid Park,3020405,HOU
2007,AL,KCA,KCR,C,5,N,Kansas City Royals,Kauffman Stadium,1616867,KCR
2007,AL,LAA,ANA,W,1,N,Los Angeles Angels of Anaheim,Angel Stadium,3365632,LAA
2007,NL,LAN,LAD,W,4,N,Los Angeles Dodgers,Dodger Stadium,3857036,LAD
2007,NL,MIL,MIL,C,2,N,Milwaukee Brewers,Miller Park,2869144,MIL
2007,AL,MIN,MIN,C,3,N,Minnesota Twins,Hubert H Humphrey Metrodome,2296383,MIN
2007,AL,NYA,NYY,E,2,N,New York Yankees,Yankee Stadium II,4271083,NYY
2007,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,3853955,NYM
2007,AL,OAK,OAK,W,3,N,Oakland Athletics,McAfee Coliseum,1921844,OAK
2007,NL,PHI,PHI,E,1,N,Philadelphia Phillies,Citizens Bank Park,3108325,PHI
2007,NL,PIT,PIT,C,6,N,Pittsburgh Pirates,PNC Park,1749142,PIT
2007,NL,SDN,SDP,W,3,N,San Diego Padres,Petco Park,2790074,SDP
2007,AL,SEA,SEA,W,2,N,Seattle Mariners,Safeco Field,2672223,SEA
2007,NL,SFN,SFG,W,5,N,San Francisco Giants,AT&T Park,3223215,SFG
2007,NL,SLN,STL,C,3,N,St. Louis Cardinals,Busch Stadium III,3552180,STL
2007,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,1387603,TBD
2007,AL,TEX,TEX,W,4,N,Texas Rangers,Rangers Ballpark in Arlington,2353862,TEX
2007,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Rogers Centre,2360644,TOR
2007,NL,WAS,WSN,E,4,N,Washington Nationals,R.F.K. Stadium,1943812,WSN
2008,NL,ARI,ARI,W,2,N,Arizona Diamondbacks,Chase Field,2509924,ARI
2008,NL,ATL,ATL,E,4,N,Atlanta Braves,Turner Field,2532834,ATL
2008,AL,BAL,BAL,E,5,N,Baltimore Orioles,Oriole Park at Camden Yards,1950075,BAL
2008,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,3048250,BOS
2008,AL,CHA,CHW,C,1,N,Chicago White Sox,U.S. Cellular Field,2500648,CHW
2008,NL,CHN,CHC,C,1,N,Chicago Cubs,Wrigley Field,3300200,CHC
2008,NL,CIN,CIN,C,5,N,Cincinnati Reds,Great American Ball Park,2058632,CIN
2008,AL,CLE,CLE,C,3,N,Cleveland Indians,Jacobs Field,2169760,CLE
2008,NL,COL,COL,W,3,N,Colorado Rockies,Coors Field,2650218,COL
2008,AL,DET,DET,C,5,N,Detroit Tigers,Comerica Park,3202645,DET
2008,NL,FLO,FLA,E,3,N,Florida Marlins,Dolphin Stadium,1335076,FLA
2008,NL,HOU,HOU,C,3,N,Houston Astros,Minute Maid Park,2779487,HOU
2008,AL,KCA,KCR,C,4,N,Kansas City Royals,Kauffman Stadium,1578922,KCR
2008,AL,LAA,ANA,W,1,N,Los Angeles Angels of Anaheim,Angel Stadium,3336747,LAA
2008,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3730553,LAD
2008,NL,MIL,MIL,C,2,N,Milwaukee Brewers,Miller Park,3068458,MIL
2008,AL,MIN,MIN,C,2,N,Minnesota Twins,Hubert H Humphrey Metrodome,2302431,MIN
2008,AL,NYA,NYY,E,3,N,New York Yankees,Yankee Stadium II,4298655,NYY
2008,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,4042045,NYM
2008,AL,OAK,OAK,W,3,N,Oakland Athletics,McAfee Coliseum,1665256,OAK
2008,NL,PHI,PHI,E,1,Y,Philadelphia Phillies,Citizens Bank Park,3422583,PHI
2008,NL,PIT,PIT,C,6,N,Pittsburgh Pirates,PNC Park,1609076,PIT
2008,NL,SDN,SDP,W,5,N,San Diego Padres,Petco Park,2427535,SDP
2008,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,2329702,SEA
2008,NL,SFN,SFG,W,4,N,San Francisco Giants,AT&T Park,2863837,SFG
2008,NL,SLN,STL,C,4,N,St. Louis Cardinals,Busch Stadium III,3432917,STL
2008,AL,TBA,TBD,E,1,N,Tampa Bay Rays,Tropicana Field,1811986,TBR
2008,AL,TEX,TEX,W,2,N,Texas Rangers,Rangers Ballpark in Arlington,1945677,TEX
2008,AL,TOR,TOR,E,4,N,Toronto Blue Jays,Rogers Centre,2399786,TOR
2008,NL,WAS,WSN,E,5,N,Washington Nationals,Nationals Park,2320400,WSN
2009,NL,ARI,ARI,W,5,N,Arizona Diamondbacks,Chase Field,2128765,ARI
2009,NL,ATL,ATL,E,3,N,Atlanta Braves,Turner Field,2373631,ATL
2009,AL,BAL,BAL,E,5,N,Baltimore Orioles,Oriole Park at Camden Yards,1907163,BAL
2009,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,3062699,BOS
2009,AL,CHA,CHW,C,3,N,Chicago White Sox,U.S. Cellular Field,2284163,CHW
2009,NL,CHN,CHC,C,2,N,Chicago Cubs,Wrigley Field,3168859,CHC
2009,NL,CIN,CIN,C,4,N,Cincinnati Reds,Great American Ball Park,1747919,CIN
2009,AL,CLE,CLE,C,4,N,Cleveland Indians,Jacobs Field,1766242,CLE
2009,NL,COL,COL,W,2,N,Colorado Rockies,Coors Field,2665080,COL
2009,AL,DET,DET,C,2,N,Detroit Tigers,Comerica Park,2567165,DET
2009,NL,FLO,FLA,E,2,N,Florida Marlins,Dolphin Stadium,1464109,FLA
2009,NL,HOU,HOU,C,5,N,Houston Astros,Minute Maid Park,2521076,HOU
2009,AL,KCA,KCR,C,4,N,Kansas City Royals,Kauffman Stadium,1797891,KCR
2009,AL,LAA,ANA,W,1,N,Los Angeles Angels of Anaheim,Angel Stadium,3240386,LAA
2009,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3761655,LAD
2009,NL,MIL,MIL,C,3,N,Milwaukee Brewers,Miller Park,3037451,MIL
2009,AL,MIN,MIN,C,1,N,Minnesota Twins,Hubert H Humphrey Metrodome,2416237,MIN
2009,AL,NYA,NYY,E,1,Y,New York Yankees,Yankee Stadium III,3719358,NYY
2009,NL,NYN,NYM,E,4,N,New York Mets,Citi Field,3168571,NYM
2009,AL,OAK,OAK,W,4,N,Oakland Athletics,Oakland-Alameda County Coliseum,1408783,OAK
2009,NL,PHI,PHI,E,1,N,Philadelphia Phillies,Citizens Bank Park,3600693,PHI
2009,NL,PIT,PIT,C,6,N,Pittsburgh Pirates,PNC Park,1577853,PIT
2009,NL,SDN,SDP,W,4,N,San Diego Padres,Petco Park,1919603,SDP
2009,AL,SEA,SEA,W,3,N,Seattle Mariners,Safeco Field,2195533,SEA
2009,NL,SFN,SFG,W,3,N,San Francisco Giants,AT&T Park,2862110,SFG
2009,NL,SLN,STL,C,1,N,St. Louis Cardinals,Busch Stadium III,3343252,STL
2009,AL,TBA,TBD,E,3,N,Tampa Bay Rays,Tropicana Field,1874962,TBR
2009,AL,TEX,TEX,W,2,N,Texas Rangers,Rangers Ballpark in Arlington,2156016,TEX
2009,AL,TOR,TOR,E,4,N,Toronto Blue Jays,Rogers Centre,1876129,TOR
2009,NL,WAS,WSN,E,5,N,Washington Nationals,Nationals Park,1817226,WSN
2010,NL,ARI,ARI,W,5,N,Arizona Diamondbacks,Chase Field,2056941,ARI
2010,NL,ATL,ATL,E,2,N,Atlanta Braves,Turner Field,2510119,ATL
2010,AL,BAL,BAL,E,5,N,Baltimore Orioles,Oriole Park at Camden Yards,1733018,BAL
2010,AL,BOS,BOS,E,3,N,Boston Red Sox,Fenway Park II,3046443,BOS
2010,AL,CHA,CHW,C,2,N,Chicago White Sox,U.S. Cellular Field,2194378,CHW
2010,NL,CHN,CHC,C,5,N,Chicago Cubs,Wrigley Field,3062973,CHC
2010,NL,CIN,CIN,C,1,N,Cincinnati Reds,Great American Ball Park,2060550,CIN
2010,AL,CLE,CLE,C,4,N,Cleveland Indians,Jacobs Field,1394812,CLE
2010,NL,COL,COL,W,3,N,Colorado Rockies,Coors Field,2875245,COL
2010,AL,DET,DET,C,3,N,Detroit Tigers,Comerica Park,2461237,DET
2010,NL,FLO,FLA,E,3,N,Florida Marlins,Dolphin Stadium,1535226,FLA
2010,NL,HOU,HOU,C,4,N,Houston Astros,Minute Maid Park,2331490,HOU
2010,AL,KCA,KCR,C,5,N,Kansas City Royals,Kauffman Stadium,1615324,KCR
2010,AL,LAA,ANA,W,3,N,Los Angeles Angels of Anaheim,Angel Stadium,3250816,LAA
2010,NL,LAN,LAD,W,4,N,Los Angeles Dodgers,Dodger Stadium,3562320,LAD
2010,NL,MIL,MIL,C,3,N,Milwaukee Brewers,Miller Park,2776531,MIL
2010,AL,MIN,MIN,C,1,N,Minnesota Twins,Target Field,3223640,MIN
2010,AL,NYA,NYY,E,2,N,New York Yankees,Yankee Stadium III,3765807,NYY
2010,NL,NYN,NYM,E,4,N,New York Mets,Citi Field,2559738,NYM
2010,AL,OAK,OAK,W,2,N,Oakland Athletics,Oakland-Alameda County Coliseum,1418391,OAK
2010,NL,PHI,PHI,E,1,N,Philadelphia Phillies,Citizens Bank Park,3647249,PHI
2010,NL,PIT,PIT,C,6,N,Pittsburgh Pirates,PNC Park,1613399,PIT
2010,NL,SDN,SDP,W,2,N,San Diego Padres,Petco Park,2131774,SDP
2010,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,2085488,SEA
2010,NL,SFN,SFG,W,1,Y,San Francisco Giants,AT&T Park,3037443,SFG
2010,NL,SLN,STL,C,2,N,St. Louis Cardinals,Busch Stadium III,3301218,STL
2010,AL,TBA,TBD,E,1,N,Tampa Bay Rays,Tropicana Field,1843445,TBR
2010,AL,TEX,TEX,W,1,N,Texas Rangers,Rangers Ballpark in Arlington,2505171,TEX
2010,AL,TOR,TOR,E,4,N,Toronto Blue Jays,Rogers Centre,1625555,TOR
2010,NL,WAS,WSN,E,5,N,Washington Nationals,Nationals Park,1828066,WSN
2011,NL,ARI,ARI,W,1,N,Arizona Diamondbacks,Chase Field,2105432,ARI
2011,NL,ATL,ATL,E,2,N,Atlanta Braves,Turner Field,2372940,ATL
2011,AL,BAL,BAL,E,5,N,Baltimore Orioles,Oriole Park at Camden Yards,1755461,BAL
2011,AL,BOS,BOS,E,3,N,Boston Red Sox,Fenway Park II,3054001,BOS
2011,AL,CHA,CHW,C,3,N,Chicago White Sox,U.S. Cellular Field,2001117,CHW
2011,NL,CHN,CHC,C,5,N,Chicago Cubs,Wrigley Field,3017966,CHC
2011,NL,CIN,CIN,C,3,N,Cincinnati Reds,Great American Ball Park,2213588,CIN
2011,AL,CLE,CLE,C,2,N,Cleveland Indians,Jacobs Field,1840835,CLE
2011,NL,COL,COL,W,4,N,Colorado Rockies,Coors Field,2909777,COL
2011,AL,DET,DET,C,1,N,Detroit Tigers,Comerica Park,2642045,DET
2011,NL,FLO,FLA,E,5,N,Florida Marlins,Sun Life Stadium,1477462,FLA
2011,NL,HOU,HOU,C,6,N,Houston Astros,Minute Maid Park,2067016,HOU
2011,AL,KCA,KCR,C,4,N,Kansas City Royals,Kauffman Stadium,1724450,KCR
2011,AL,LAA,ANA,W,2,N,Los Angeles Angels of Anaheim,Angel Stadium,3166321,LAA
2011,NL,LAN,LAD,W,3,N,Los Angeles Dodgers,Dodger Stadium,2935139,LAD
2011,NL,MIL,MIL,C,1,N,Milwaukee Brewers,Miller Park,3071373,MIL
2011,AL,MIN,MIN,C,5,N,Minnesota Twins,Target Field,3168116,MIN
2011,AL,NYA,NYY,E,1,N,New York Yankees,Yankee Stadium III,3653680,NYY
2011,NL,NYN,NYM,E,4,N,New York Mets,Citi Field,2352596,NYM
2011,AL,OAK,OAK,W,3,N,Oakland Athletics,Oakland-Alameda County Coliseum,1476791,OAK
2011,NL,PHI,PHI,E,1,N,Philadelphia Phillies,Citizens Bank Park,3680718,PHI
2011,NL,PIT,PIT,C,4,N,Pittsburgh Pirates,PNC Park,1940429,PIT
2011,NL,SDN,SDP,W,5,N,San Diego Padres,Petco Park,2143018,SDP
2011,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,1939421,SEA
2011,NL,SFN,SFG,W,2,N,San Francisco Giants,AT&T Park,3387303,SFG
2011,NL,SLN,STL,C,2,Y,St. Louis Cardinals,Busch Stadium III,3093954,STL
2011,AL,TBA,TBD,E,2,N,Tampa Bay Rays,Tropicana Field,1529188,TBR
2011,AL,TEX,TEX,W,1,N,Texas Rangers,Rangers Ballpark in Arlington,2946949,TEX
2011,AL,TOR,TOR,E,4,N,Toronto Blue Jays,Rogers Centre,1818103,TOR
2011,NL,WAS,WSN,E,3,N,Washington Nationals,Nationals Park,1940478,WSN
2012,NL,ARI,ARI,W,3,N,Arizona Diamondbacks,Chase Field,2177617,ARI
2012,NL,ATL,ATL,E,2,N,Atlanta Braves,Turner Field,2420171,ATL
2012,AL,BAL,BAL,E,2,N,Baltimore Orioles,Oriole Park at Camden Yards,2102240,BAL
2012,AL,BOS,BOS,E,5,N,Boston Red Sox,Fenway Park II,3043003,BOS
2012,AL,CHA,CHW,C,2,N,Chicago White Sox,U.S. Cellular Field,1965955,CHW
2012,NL,CHN,CHC,C,5,N,Chicago Cubs,Wrigley Field,2882756,CHC
2012,NL,CIN,CIN,C,1,N,Cincinnati Reds,Great American Ball Park,2347251,CIN
2012,AL,CLE,CLE,C,4,N,Cleveland Indians,Progressive Field,1603596,CLE
2012,NL,COL,COL,W,5,N,Colorado Rockies,Coors Field,2630458,COL
2012,AL,DET,DET,C,1,N,Detroit Tigers,Comerica Park,3028033,DET
2012,NL,HOU,HOU,C,6,N,Houston Astros,Minute Maid Park,1607733,HOU
2012,AL,KCA,KCR,C,3,N,Kansas City Royals,Kauffman Stadium,1739859,KCR
2012,AL,LAA,ANA,W,3,N,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3061770,LAA
2012,NL,LAN,LAD,W,2,N,Los Angeles Dodgers,Dodger Stadium,3324246,LAD
2012,NL,MIA,FLA,E,5,N,Miami Marlins,Marlins Park,2219444,MIA
2012,NL,MIL,MIL,C,3,N,Milwaukee Brewers,Miller Park,2831385,MIL
2012,AL,MIN,MIN,C,5,N,Minnesota Twins,Target Field,2776354,MIN
2012,AL,NYA,NYY,E,1,N,New York Yankees,Yankee Stadium III,3542406,NYY
2012,NL,NYN,NYM,E,4,N,New York Mets,Citi Field,2242803,NYM
2012,AL,OAK,OAK,W,1,N,Oakland Athletics,O.co Coliseum,1679013,OAK
2012,NL,PHI,PHI,E,3,N,Philadelphia Phillies,Citizens Bank Park,3565718,PHI
2012,NL,PIT,PIT,C,4,N,Pittsburgh Pirates,PNC Park,2091918,PIT
2012,NL,SDN,SDP,W,4,N,San Diego Padres,Petco Park,2123721,SDP
2012,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,1721920,SEA
2012,NL,SFN,SFG,W,1,Y,San Francisco Giants,AT&T Park,3377371,SFG
2012,NL,SLN,STL,C,2,N,St. Louis Cardinals,Busch Stadium III,3262109,STL
2012,AL,TBA,TBD,E,3,N,Tampa Bay Rays,Tropicana Field,1559681,TBR
2012,AL,TEX,TEX,W,2,N,Texas Rangers,Rangers Ballpark in Arlington,3460280,TEX
2012,AL,TOR,TOR,E,4,N,Toronto Blue Jays,Rogers Centre,2099663,TOR
2012,NL,WAS,WSN,E,1,N,Washington Nationals,Nationals Park,2370794,WSN
2013,NL,ARI,ARI,W,2,N,Arizona Diamondbacks,Chase Field,2134795,ARI
2013,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,2548679,ATL
2013,AL,BAL,BAL,E,3,N,Baltimore Orioles,Oriole Park at Camden Yards,2357561,BAL
2013,AL,BOS,BOS,E,1,Y,Boston Red Sox,Fenway Park II,2833333,BOS
2013,AL,CHA,CHW,C,5,N,Chicago White Sox,U.S. Cellular Field,1768413,CHW
2013,NL,CHN,CHC,C,5,N,Chicago Cubs,Wrigley Field,2642682,CHC
2013,NL,CIN,CIN,C,3,N,Cincinnati Reds,Great American Ball Park,2534369,CIN
2013,AL,CLE,CLE,C,2,N,Cleveland Indians,Progressive Field,1572926,CLE
2013,NL,COL,COL,W,5,N,Colorado Rockies,Coors Field,2793828,COL
2013,AL,DET,DET,C,1,N,Detroit Tigers,Comerica Park,3083397,DET
2013,AL,HOU,HOU,W,5,N,Houston Astros,Minute Maid Park,1651883,HOU
2013,AL,KCA,KCR,C,3,N,Kansas City Royals,Kauffman Stadium,1750754,KCR
2013,AL,LAA,ANA,W,3,N,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3019505,LAA
2013,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3743527,LAD
2013,NL,MIA,FLA,E,5,N,Miami Marlins,Marlins Park,1586322,MIA
2013,NL,MIL,MIL,C,4,N,Milwaukee Brewers,Miller Park,2531105,MIL
2013,AL,MIN,MIN,C,4,N,Minnesota Twins,Target Field,2477644,MIN
2013,AL,NYA,NYY,E,4,N,New York Yankees,Yankee Stadium III,3279589,NYY
2013,NL,NYN,NYM,E,4,N,New York Mets,Citi Field,2135657,NYM
2013,AL,OAK,OAK,W,1,N,Oakland Athletics,O.co Coliseum,1809302,OAK
2013,NL,PHI,PHI,E,4,N,Philadelphia Phillies,Citizens Bank Park,3012403,PHI
2013,NL,PIT,PIT,C,2,N,Pittsburgh Pirates,PNC Park,2256862,PIT
2013,NL,SDN,SDP,W,3,N,San Diego Padres,Petco Park,2166691,SDP
2013,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,1761546,SEA
2013,NL,SFN,SFG,W,4,N,San Francisco Giants,AT&T Park,3326796,SFG
2013,NL,SLN,STL,C,1,N,St. Louis Cardinals,Busch Stadium III,3369769,STL
2013,AL,TBA,TBD,E,2,N,Tampa Bay Rays,Tropicana Field,1510300,TBR
2013,AL,TEX,TEX,W,2,N,Texas Rangers,Rangers Ballpark in Arlington,3178273,TEX
2013,AL,TOR,TOR,E,5,N,Toronto Blue Jays,Rogers Centre,2536562,TOR
2013,NL,WAS,WSN,E,2,N,Washington Nationals,Nationals Park,2652422,WSN
2014,NL,ARI,ARI,W,5,N,Arizona Diamondbacks,Chase Field,2073730,ARI
2014,NL,ATL,ATL,E,2,N,Atlanta Braves,Turner Field,2354305,ATL
2014,AL,BAL,BAL,E,1,N,Baltimore Orioles,Oriole Park at Camden Yards,2464473,BAL
2014,AL,BOS,BOS,E,5,N,Boston Red Sox,Fenway Park II,2956089,BOS
2014,AL,CHA,CHW,C,4,N,Chicago White Sox,U.S. Cellular Field,1650821,CHW
2014,NL,CHN,CHC,C,5,N,Chicago Cubs,Wrigley Field,2652113,CHC
2014,NL,CIN,CIN,C,4,N,Cincinnati Reds,Great American Ball Park,2476664,CIN
2014,AL,CLE,CLE,C,3,N,Cleveland Indians,Progressive Field,1437393,CLE
2014,NL,COL,COL,W,4,N,Colorado Rockies,Coors Field,2680329,COL
2014,AL,DET,DET,C,1,N,Detroit Tigers,Comerica Park,2917209,DET
2014,AL,HOU,HOU,W,4,N,Houston Astros,Minute Maid Park,1751829,HOU
2014,AL,KCA,KCR,C,2,N,Kansas City Royals,Kauffman Stadium,1956482,KCR
2014,AL,LAA,ANA,W,1,N,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3095935,LAA
2014,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3782337,LAD
2014,NL,MIA,FLA,E,4,N,Miami Marlins,Marlins Park,1732283,MIA
2014,NL,MIL,MIL,C,3,N,Milwaukee Brewers,Miller Park,2797384,MIL
2014,AL,MIN,MIN,C,5,N,Minnesota Twins,Target Field,2250606,MIN
2014,AL,NYA,NYY,E,2,N,New York Yankees,Yankee Stadium III,3401624,NYY
2014,NL,NYN,NYM,E,3,N,New York Mets,Citi Field,2148808,NYM
2014,AL,OAK,OAK,W,2,N,Oakland Athletics,O.co Coliseum,2003628,OAK
2014,NL,PHI,PHI,E,5,N,Philadelphia Phillies,Citizens Bank Park,2423852,PHI
2014,NL,PIT,PIT,C,2,N,Pittsburgh Pirates,PNC Park,2442564,PIT
2014,NL,SDN,SDP,W,3,N,San Diego Padres,Petco Park,2195373,SDP
2014,AL,SEA,SEA,W,3,N,Seattle Mariners,Safeco Field,2064334,SEA
2014,NL,SFN,SFG,W,2,Y,San Francisco Giants,AT&T Park,3368697,SFG
2014,NL,SLN,STL,C,1,N,St. Louis Cardinals,Busch Stadium III,3540649,STL
2014,AL,TBA,TBD,E,4,N,Tampa Bay Rays,Tropicana Field,1446464,TBR
2014,AL,TEX,TEX,W,5,N,Texas Rangers,Rangers Ballpark in Arlington,2718733,TEX
2014,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Rogers Centre,2375525,TOR
2014,NL,WAS,WSN,E,1,N,Washington Nationals,Nationals Park,2579389,WSN
2015,NL,ARI,ARI,W,3,N,Arizona Diamondbacks,Chase Field,2080145,ARI
2015,NL,ATL,ATL,E,4,N,Atlanta Braves,Turner Field,2001392,ATL
2015,AL,BAL,BAL,E,3,N,Baltimore Orioles,Oriole Park at Camden Yards,2281202,BAL
2015,AL,BOS,BOS,E,5,N,Boston Red Sox,Fenway Park II,2880694,BOS
2015,AL,CHA,CHW,C,4,N,Chicago White Sox,U.S. Cellular Field,1755810,CHW
2015,NL,CHN,CHC,C,3,N,Chicago Cubs,Wrigley Field,2919122,CHC
2015,NL,CIN,CIN,C,5,N,Cincinnati Reds,Great American Ball Park,2419506,CIN
2015,AL,CLE,CLE,C,3,N,Cleveland Indians,Progressive Field,1388905,CLE
2015,NL,COL,COL,W,5,N,Colorado Rockies,Coors Field,2506789,COL
2015,AL,DET,DET,C,5,N,Detroit Tigers,Comerica Park,2726048,DET
2015,AL,HOU,HOU,W,2,N,Houston Astros,Minute Maid Park,2153585,HOU
2015,AL,KCA,KCR,C,1,Y,Kansas City Royals,Kauffman Stadium,2708549,KCR
2015,AL,LAA,ANA,W,3,N,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3012765,LAA
2015,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3764815,LAD
2015,NL,MIA,FLA,E,3,N,Miami Marlins,Marlins Park,1752235,MIA
2015,NL,MIL,MIL,C,4,N,Milwaukee Brewers,Miller Park,2542558,MIL
2015,AL,MIN,MIN,C,2,N,Minnesota Twins,Target Field,2220054,MIN
2015,AL,NYA,NYY,E,2,N,New York Yankees,Yankee Stadium III,3193795,NYY
2015,NL,NYN,NYM,E,1,N,New York Mets,Citi Field,2569753,NYM
2015,AL,OAK,OAK,W,5,N,Oakland Athletics,O.co Coliseum,1768175,OAK
2015,NL,PHI,PHI,E,5,N,Philadelphia Phillies,Citizens Bank Park,1831080,PHI
2015,NL,PIT,PIT,C,2,N,Pittsburgh Pirates,PNC Park,2498596,PIT
2015,NL,SDN,SDP,W,4,N,San Diego Padres,Petco Park,2459742,SDP
2015,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,2193581,SEA
2015,NL,SFN,SFG,W,2,N,San Francisco Giants,AT&T Park,3375882,SFG
2015,NL,SLN,STL,C,1,N,St. Louis Cardinals,Busch Stadium III,3520889,STL
2015,AL,TBA,TBD,E,4,N,Tampa Bay Rays,Tropicana Field,1287054,TBR
2015,AL,TEX,TEX,W,1,N,Texas Rangers,Rangers Ballpark in Arlington,2491875,TEX
2015,AL,TOR,TOR,E,1,N,Toronto Blue Jays,Rogers Centre,2794891,TOR
2015,NL,WAS,WSN,E,2,N,Washington Nationals,Nationals Park,2619843,WSN
2016,NL,ARI,ARI,W,4,N,Arizona Diamondbacks,Chase Field,2036216,ARI
2016,NL,ATL,ATL,E,5,N,Atlanta Braves,Turner Field,2020914,ATL
2016,AL,BAL,BAL,E,2,N,Baltimore Orioles,Oriole Park at Camden Yards,2172344,BAL
2016,AL,BOS,BOS,E,1,N,Boston Red Sox,Fenway Park II,2955434,BOS
2016,AL,CHA,CHW,C,4,N,Chicago White Sox,U.S. Cellular Field,1746293,CHW
2016,NL,CHN,CHC,C,1,Y,Chicago Cubs,Wrigley Field,3232420,CHC
2016,NL,CIN,CIN,C,5,N,Cincinnati Reds,Great American Ball Park,1894085,CIN
2016,AL,CLE,CLE,C,1,N,Cleveland Indians,Progressive Field,1591667,CLE
2016,NL,COL,COL,W,3,N,Colorado Rockies,Coors Field,2602524,COL
2016,AL,DET,DET,C,2,N,Detroit Tigers,Comerica Park,2493859,DET
2016,AL,HOU,HOU,W,3,N,Houston Astros,Minute Maid Park,2306623,HOU
2016,AL,KCA,KCR,C,3,N,Kansas City Royals,Kauffman Stadium,2557712,KCR
2016,AL,LAA,ANA,W,4,N,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3016142,LAA
2016,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3703312,LAD
2016,NL,MIA,FLA,E,3,N,Miami Marlins,Marlins Park,1712417,MIA
2016,NL,MIL,MIL,C,4,N,Milwaukee Brewers,Miller Park,2314614,MIL
2016,AL,MIN,MIN,C,5,N,Minnesota Twins,Target Field,1963912,MIN
2016,AL,NYA,NYY,E,4,N,New York Yankees,Yankee Stadium III,3063405,NYY
2016,NL,NYN,NYM,E,2,N,New York Mets,Citi Field,2789602,NYM
2016,AL,OAK,OAK,W,5,N,Oakland Athletics,O.co Coliseum,1521506,OAK
2016,NL,PHI,PHI,E,4,N,Philadelphia Phillies,Citizens Bank Park,1915144,PHI
2016,NL,PIT,PIT,C,3,N,Pittsburgh Pirates,PNC Park,2249201,PIT
2016,NL,SDN,SDP,W,5,N,San Diego Padres,Petco Park,2351422,SDP
2016,AL,SEA,SEA,W,2,N,Seattle Mariners,Safeco Field,2267928,SEA
2016,NL,SFN,SFG,W,2,N,San Francisco Giants,AT&T Park,3365256,SFG
2016,NL,SLN,STL,C,2,N,St. Louis Cardinals,Busch Stadium III,3444490,STL
2016,AL,TBA,TBD,E,5,N,Tampa Bay Rays,Tropicana Field,1286163,TBR
2016,AL,TEX,TEX,W,1,N,Texas Rangers,Rangers Ballpark in Arlington,2710402,TEX
2016,AL,TOR,TOR,E,2,N,Toronto Blue Jays,Rogers Centre,3392099,TOR
2016,NL,WAS,WSN,E,1,N,Washington Nationals,Nationals Park,2481938,WSN
2017,NL,ARI,ARI,W,2,N,Arizona Diamondbacks,Chase Field,2134375,ARI
2017,NL,ATL,ATL,E,3,N,Atlanta Braves,SunTrust Park,2505252,ATL
2017,AL,BAL,BAL,E,5,N,Baltimore Orioles,Oriole Park at Camden Yards,2028424,BAL
2017,AL,BOS,BOS,E,1,N,Boston Red Sox,Fenway Park II,2917678,BOS
2017,AL,CHA,CHW,C,4,N,Chicago White Sox,U.S. Cellular Field,1629470,CHW
2017,NL,CHN,CHC,C,1,N,Chicago Cubs,Wrigley Field,3199562,CHC
2017,NL,CIN,CIN,C,5,N,Cincinnati Reds,Great American Ball Park,1836917,CIN
2017,AL,CLE,CLE,C,1,N,Cleveland Indians,Progressive Field,2048138,CLE
2017,NL,COL,COL,W,3,N,Colorado Rockies,Coors Field,2953650,COL
